OV-meta.pickle,0.7231996059417725,96
OV-meta.pickle,0.8550925850868225,192
OV-meta.pickle,0.8953189253807068,288
OV-meta.pickle,0.9195987582206726,384
OV-meta.pickle,0.934876561164856,480
OV-meta.pickle,0.9448045492172241,576
OV-meta.pickle,0.9489197731018066,672
OV-meta.pickle,0.9505658149719238,768
OV-meta.pickle,0.9512345790863037,864
OV-meta.pickle,0.9595679044723511,960
OV-meta.pickle,0.9675925970077515,1056
OV-meta.pickle,0.9677983522415161,1152
OV-meta.pickle,0.9701645970344543,1248
OV-meta.pickle,0.9721193313598633,1344
OV-meta.pickle,0.9751029014587402,1440
OV-meta.pickle,0.9766975045204163,1536
OV-meta.pickle,0.977006196975708,1632
OV-meta.pickle,0.9787036776542664,1728
OV-meta.pickle,0.9808127284049988,1824
OV-meta.pickle,0.9820473194122314,1920
OV-meta.pickle,0.9833847880363464,2016
OV-meta.pickle,0.9819958806037903,2112
OV-meta.pickle,0.9847736358642578,2208
OV-meta.pickle,0.9853395223617554,2304
OV-meta.pickle,0.9850308895111084,2400
OV-meta.pickle,0.9868826866149902,2496
OV-meta.pickle,0.987500011920929,2592
OV-meta.pickle,0.9868826866149902,2688
OV-meta.pickle,0.9878086447715759,2784
OV-meta.pickle,0.9905864000320435,2880
