"catv" "ivv" "lvcr" "ovid" "pers" "verg"
"ramis" 0 0 0.00618952320039613 0.0217672441388494 0 0.0157326704634845
"remis" 0.01431229426077 0.00403616402970617 0 0.011523835132332 0 0.0298920738806205
"simili" 0 0.00403616402970617 0.049516185603169 0.00384127837744401 0 0.00314653409269689
"solus" 0 0.024216984178237 0 0.0166455396355907 0 0.0173059375098329
"surgit" 0 0.0201808201485308 0.00412634880026409 0.0140846873839614 0.0224517287831163 0.0173059375098329
"tollit" 0.01431229426077 0.00403616402970617 0.00618952320039613 0.0102434090065174 0.0224517287831163 0.0251722727415752
"tristis" 0 0.0282531482079432 0.00618952320039613 0.0140846873839614 0 0.014159403417136
"turbine" 0.04293688278231 0 0.0247580928015845 0.00384127837744401 0 0.0188792045561814
"turno" 0 0 0 0.00256085225162934 0 0.0440514772977565
"uestis" 0.07156147130385 0.00403616402970617 0.0144422208009243 0.00640213062907336 0 0.0188792045561814
"ueteres" 0.01431229426077 0.0403616402970617 0.00825269760052817 0.0140846873839614 0.0224517287831163 0.00471980113904534
"unam" 0.01431229426077 0 0.00825269760052817 0.0192063918872201 0 0.0157326704634845
"aestu" 0.01431229426077 0 0.0185685696011884 0.0128042612581467 0 0.014159403417136
"aliquis" 0.01431229426077 0.0282531482079432 0.00825269760052817 0.0140846873839614 0.0673551863493489 0.00471980113904534
"animai" 0 0 0.0598320576038293 0 0 0
"arce" 0.01431229426077 0.0161446561188247 0 0.0140846873839614 0 0.0204524716025298
"artes" 0 0.0201808201485308 0.00206317440013204 0.0256085225162934 0 0.00471980113904534
"auxilium" 0.02862458852154 0.00403616402970617 0.00206317440013204 0.0166455396355907 0 0.0188792045561814
"contingere" 0 0.0121084920891185 0.0144422208009243 0.0166455396355907 0 0.00943960227809068
"decus" 0.02862458852154 0.00403616402970617 0.00206317440013204 0.0089629828807027 0 0.028318806834272
"dolorem" 0 0.00807232805941233 0.0185685696011884 0.0089629828807027 0 0.0173059375098329
"fiunt" 0 0.0322893122376493 0.0309476160019806 0.00768255675488803 0 0
"flammas" 0 0.00403616402970617 0.00412634880026409 0.0192063918872201 0 0.0173059375098329
"hastam" 0 0 0 0.0128042612581467 0 0.0298920738806205
"hospes" 0.02862458852154 0.00807232805941233 0 0.0192063918872201 0.0224517287831163 0.014159403417136
"iram" 0.01431229426077 0.00807232805941233 0 0.0294498008937374 0 0.00471980113904534
"iste" 0.02862458852154 0.00807232805941233 0 0.0192063918872201 0.0224517287831163 0.014159403417136
"laetus" 0 0.00807232805941233 0 0.00768255675488803 0 0.0330386079733174
"liber" 0.04293688278231 0.00807232805941233 0.00825269760052817 0.0166455396355907 0.112258643915582 0.00314653409269689
"locis" 0 0 0.0206317440013204 0.0140846873839614 0 0.0125861363707876
"mali" 0 0.0161446561188247 0.0206317440013204 0.0102434090065174 0 0.0110128693244391
"malis" 0.02862458852154 0.0121084920891185 0.0144422208009243 0.0102434090065174 0.0224517287831163 0.0125861363707876
"minor" 0 0.0524701323861802 0.00618952320039613 0.011523835132332 0 0.00629306818539379
"moenibus" 0 0 0.00412634880026409 0.0153651135097761 0 0.0235990056952267
"munus" 0.01431229426077 0.00403616402970617 0 0.0268889486421081 0 0.00943960227809068
"omnipotens" 0.01431229426077 0 0.00206317440013204 0.0089629828807027 0 0.0314653409269689
"opem" 0.01431229426077 0.00403616402970617 0 0.0332910792711814 0.0224517287831163 0
"parenti" 0.05724917704308 0.00403616402970617 0 0.0204868180130347 0 0.0125861363707876
"parentum" 0.04293688278231 0.00403616402970617 0.0123790464007923 0.0089629828807027 0 0.0188792045561814
"patriam" 0 0.0201808201485308 0.00412634880026409 0.0140846873839614 0.0224517287831163 0.0157326704634845
"pede" 0.02862458852154 0.0121084920891185 0.00825269760052817 0.011523835132332 0.0449034575662326 0.014159403417136
"pergama" 0 0 0.00206317440013204 0.0140846873839614 0 0.0267455397879236
"phoebus" 0 0 0 0.0307302270195521 0 0.00786633523174224
"putat" 0 0.0322893122376493 0.00825269760052817 0.0204868180130347 0 0.00157326704634845
"putes" 0.02862458852154 0.0201808201485308 0.0185685696011884 0.0153651135097761 0 0.00157326704634845
"quodque" 0 0.0201808201485308 0.00412634880026409 0.0256085225162934 0 0.00314653409269689
"rapit" 0 0.00807232805941233 0 0.0128042612581467 0 0.0267455397879236
"recessit" 0.01431229426077 0.00807232805941233 0.0103158720006602 0.0128042612581467 0 0.0173059375098329
"robora" 0.01431229426077 0.00807232805941233 0.00825269760052817 0.0192063918872201 0 0.0110128693244391
"sanguinis" 0.01431229426077 0.0201808201485308 0.0123790464007923 0.0153651135097761 0 0.00786633523174224
"secreta" 0 0.0363254762673555 0.0144422208009243 0.0089629828807027 0 0.00943960227809068
"serpens" 0 0.0161446561188247 0.0103158720006602 0.0204868180130347 0 0.00629306818539379
"signum" 0 0.00807232805941233 0.00618952320039613 0.0102434090065174 0.0224517287831163 0.0235990056952267
"socii" 0 0 0 0.00384127837744401 0 0.0409049432050596
"solem" 0 0.0121084920891185 0.0350739648022447 0.00640213062907336 0.0224517287831163 0.00471980113904534
"stetit" 0 0.0121084920891185 0 0.0166455396355907 0 0.0204524716025298
"tertia" 0.04293688278231 0.0161446561188247 0.00618952320039613 0.011523835132332 0.0449034575662326 0.0125861363707876
"tuum" 0.01431229426077 0.0161446561188247 0.00412634880026409 0.0166455396355907 0.0673551863493489 0.00943960227809068
"ueste" 0.04293688278231 0.00807232805941233 0.00825269760052817 0.011523835132332 0 0.0173059375098329
"uias" 0 0.00403616402970617 0.0247580928015845 0.0102434090065174 0 0.0125861363707876
"atra" 0 0 0.00206317440013204 0.0089629828807027 0 0.0314653409269689
"campis" 0 0.00807232805941233 0.00412634880026409 0.00512170450325868 0 0.0314653409269689
"capit" 0 0.0121084920891185 0.00206317440013204 0.0217672441388494 0 0.0110128693244391
"causam" 0 0.00807232805941233 0.0144422208009243 0.0204868180130347 0 0.00471980113904534
"cogit" 0.01431229426077 0.00403616402970617 0.0392003136025088 0.00512170450325868 0 0.00471980113904534
"colore" 0 0 0.0515793600033011 0.00384127837744401 0 0
"dentibus" 0.01431229426077 0.0161446561188247 0.0123790464007923 0.0128042612581467 0 0.0110128693244391
"dic" 0.01431229426077 0.0565062964158863 0 0.00512170450325868 0.0673551863493489 0.00943960227809068
"ducere" 0.02862458852154 0.00403616402970617 0.0123790464007923 0.011523835132332 0.0449034575662326 0.0125861363707876
"equorum" 0 0 0.0123790464007923 0.0140846873839614 0 0.0173059375098329
"esto" 0.01431229426077 0.024216984178237 0.00825269760052817 0.00768255675488803 0.0673551863493489 0.0125861363707876
"fiducia" 0 0.0161446561188247 0 0.0179259657614054 0 0.0157326704634845
"forsitan" 0 0.024216984178237 0.00825269760052817 0.0217672441388494 0 0.00157326704634845
"frater" 0.10018605982539 0.00807232805941233 0 0.0140846873839614 0 0.0125861363707876
"fugam" 0 0 0 0.0089629828807027 0 0.0330386079733174
"gemitus" 0 0.0121084920891185 0.00412634880026409 0.0166455396355907 0 0.0157326704634845
"hi" 0 0.0201808201485308 0.00206317440013204 0.0089629828807027 0.0224517287831163 0.0220257386488783
"labor" 0 0.0201808201485308 0 0.0140846873839614 0 0.0188792045561814
"lacertis" 0 0.00807232805941233 0.00206317440013204 0.0281693747679228 0 0.00471980113904534
"litus" 0.01431229426077 0.0121084920891185 0.00206317440013204 0.0153651135097761 0.0224517287831163 0.0157326704634845
"longum" 0.01431229426077 0.0201808201485308 0.00412634880026409 0.0179259657614054 0 0.00943960227809068
"maximus" 0.01431229426077 0.00807232805941233 0.00412634880026409 0.0089629828807027 0 0.0251722727415752
"molli" 0.11449835408616 0.00807232805941233 0.0185685696011884 0.00512170450325868 0.0224517287831163 0.00629306818539379
"mollia" 0.02862458852154 0.0121084920891185 0.0226949184014525 0.011523835132332 0 0.00471980113904534
"mortalia" 0 0 0.0247580928015845 0.0140846873839614 0 0.00786633523174224
"mortalibus" 0 0 0.0371371392023768 0.00256085225162934 0 0.0125861363707876
"mortem" 0.01431229426077 0.00807232805941233 0.0226949184014525 0.00128042612581467 0 0.0204524716025298
"nescio" 0.02862458852154 0.0161446561188247 0 0.0230476702646641 0.0673551863493489 0.00157326704634845
"nostros" 0.02862458852154 0.00403616402970617 0.0247580928015845 0.0102434090065174 0.0224517287831163 0.00629306818539379
"oro" 0 0.00807232805941233 0 0.0102434090065174 0 0.028318806834272
"ortus" 0.01431229426077 0 0.0185685696011884 0.0166455396355907 0 0.00786633523174224
"pius" 0 0 0 0.0102434090065174 0 0.0314653409269689
"populo" 0.01431229426077 0.0322893122376493 0.00618952320039613 0.0128042612581467 0.0898069151324652 0.00314653409269689
"poterat" 0.01431229426077 0 0.0144422208009243 0.0230476702646641 0 0.00314653409269689
"premit" 0 0.0161446561188247 0.00412634880026409 0.00768255675488803 0 0.0251722727415752
"prope" 0.04293688278231 0.00403616402970617 0.0247580928015845 0.0102434090065174 0.0673551863493489 0.00157326704634845
"re" 0.01431229426077 0.00807232805941233 0.0392003136025088 0.00384127837744401 0.0224517287831163 0.00314653409269689
"reddita" 0.02862458852154 0 0.0330107904021127 0.00512170450325868 0 0.00943960227809068
"saxum" 0 0.0121084920891185 0.00412634880026409 0.0166455396355907 0 0.0157326704634845
"senectus" 0.01431229426077 0.0524701323861802 0.00206317440013204 0.00768255675488803 0 0.0110128693244391
"sinus" 0 0.024216984178237 0 0.0153651135097761 0 0.0157326704634845
"stat" 0 0.0121084920891185 0.00618952320039613 0.00640213062907336 0.0224517287831163 0.0251722727415752
"summam" 0 0.0161446561188247 0.0350739648022447 0.00768255675488803 0 0.00157326704634845
"tendit" 0 0.00403616402970617 0.00618952320039613 0.0102434090065174 0 0.0251722727415752
"tenui" 0.02862458852154 0.0443978043267678 0.00618952320039613 0.0102434090065174 0.0224517287831163 0.00471980113904534
"terrarum" 0 0 0.0453898368029049 0.00384127837744401 0 0.00471980113904534
"uelit" 0.02862458852154 0.00403616402970617 0.0144422208009243 0.0140846873839614 0 0.0110128693244391
"ueteris" 0.02862458852154 0.0443978043267678 0 0.011523835132332 0.0449034575662326 0.00629306818539379
"accipit" 0 0.00807232805941233 0.00825269760052817 0.0140846873839614 0 0.0157326704634845
"aliae" 0.01431229426077 0.00403616402970617 0.0330107904021127 0.00384127837744401 0 0.00943960227809068
"alma" 0 0 0.00412634880026409 0.0128042612581467 0 0.0235990056952267
"aquas" 0 0.00403616402970617 0.00618952320039613 0.0268889486421081 0 0.00314653409269689
"aquis" 0 0.00807232805941233 0 0.0294498008937374 0 0.00314653409269689
"ardua" 0 0 0.00206317440013204 0.0140846873839614 0 0.0235990056952267
"cadunt" 0 0.00403616402970617 0.0185685696011884 0.0153651135097761 0.0224517287831163 0.00629306818539379
"caeca" 0.04293688278231 0.00403616402970617 0.0247580928015845 0.00256085225162934 0 0.014159403417136
"calor" 0 0 0.047453011203037 0 0 0.00629306818539379
"capillis" 0 0.00807232805941233 0 0.0307302270195521 0.0224517287831163 0
"classem" 0 0 0 0.00384127837744401 0 0.0377584091123627
"conscia" 0 0.0121084920891185 0.00206317440013204 0.0153651135097761 0 0.0173059375098329
"constant" 0 0.00807232805941233 0.049516185603169 0.00128042612581467 0 0
"contigit" 0 0.0161446561188247 0.00412634880026409 0.0243280963904788 0 0.00314653409269689
"cupidine" 0 0.00403616402970617 0.00206317440013204 0.0268889486421081 0 0.00629306818539379
"docui" 0 0 0.0536425344034331 0.00128042612581467 0 0
"equis" 0 0 0.00412634880026409 0.00768255675488803 0 0.0298920738806205
"equo" 0 0 0 0.0089629828807027 0 0.0314653409269689
"extra" 0 0.0121084920891185 0.0371371392023768 0.00128042612581467 0.0449034575662326 0.00471980113904534
"ferat" 0.01431229426077 0.0121084920891185 0.00618952320039613 0.0128042612581467 0.0224517287831163 0.014159403417136
"furit" 0 0.00403616402970617 0.00412634880026409 0.0140846873839614 0 0.0204524716025298
"latet" 0 0.00403616402970617 0.00825269760052817 0.0153651135097761 0.0449034575662326 0.0125861363707876
"latini" 0 0.00403616402970617 0 0.00128042612581467 0 0.0393316761587112
"linguae" 0 0.00403616402970617 0.0144422208009243 0.0179259657614054 0.0449034575662326 0.00471980113904534
"luna" 0 0.0121084920891185 0.0206317440013204 0.0140846873839614 0 0.00471980113904534
"merito" 0.01431229426077 0.0201808201485308 0.0247580928015845 0.00768255675488803 0 0.00471980113904534
"mittit" 0 0.00807232805941233 0.0103158720006602 0.0102434090065174 0.0224517287831163 0.0173059375098329
"monte" 0 0.0161446561188247 0.00206317440013204 0.0217672441388494 0 0.00786633523174224
"mores" 0 0.0524701323861802 0.00412634880026409 0.00640213062907336 0.157162101481814 0
"nonne" 0 0.0161446561188247 0.0371371392023768 0.00512170450325868 0.0224517287831163 0
"nullum" 0 0.0524701323861802 0.00825269760052817 0.00768255675488803 0 0.00629306818539379
"oculi" 0 0 0.0309476160019806 0.0102434090065174 0.0224517287831163 0.00471980113904534
"orbe" 0 0.0161446561188247 0 0.0268889486421081 0 0.00314653409269689
"placet" 0 0.0201808201485308 0.00206317440013204 0.0230476702646641 0 0.00471980113904534
"poena" 0.01431229426077 0.0363254762673555 0.00206317440013204 0.0179259657614054 0 0.00314653409269689
"praeter" 0 0.0201808201485308 0.0226949184014525 0.011523835132332 0 0.00314653409269689
"quapropter" 0 0 0.0557057088035652 0 0 0
"regione" 0 0 0.0350739648022447 0.00384127837744401 0 0.0110128693244391
"relicta" 0 0.0201808201485308 0.00825269760052817 0.0153651135097761 0.0449034575662326 0.00629306818539379
"reperta" 0.01431229426077 0.00403616402970617 0.0371371392023768 0.00640213062907336 0 0.00314653409269689
"rutuli" 0 0 0 0.00128042612581467 0 0.0409049432050596
"sede" 0.01431229426077 0 0 0.0166455396355907 0.0224517287831163 0.0188792045561814
"sensum" 0 0.00403616402970617 0.049516185603169 0.00128042612581467 0 0.00157326704634845
"sequuntur" 0.01431229426077 0.00403616402970617 0.0165053952010563 0.0089629828807027 0 0.0157326704634845
"sonitum" 0 0 0.0185685696011884 0.00384127837744401 0 0.0235990056952267
"sorores" 0.02862458852154 0.00403616402970617 0 0.0294498008937374 0 0.00157326704634845
"suam" 0.01431229426077 0.00403616402970617 0.0123790464007923 0.0230476702646641 0 0.00157326704634845
"subter" 0.01431229426077 0 0.0371371392023768 0 0.0449034575662326 0.00943960227809068
"trahit" 0 0.0121084920891185 0.0103158720006602 0.0153651135097761 0 0.0110128693244391
"uertere" 0 0.00403616402970617 0.0185685696011884 0.00640213062907336 0 0.0188792045561814
"uerum" 0.02862458852154 0.0201808201485308 0.0185685696011884 0.0089629828807027 0.0673551863493489 0.00157326704634845
"vos" 0.02862458852154 0.0282531482079432 0 0.0102434090065174 0.0224517287831163 0.014159403417136
"antro" 0 0.0121084920891185 0 0.0089629828807027 0 0.0251722727415752
"ardet" 0 0.024216984178237 0.00206317440013204 0.011523835132332 0 0.0157326704634845
"arduus" 0 0 0 0.011523835132332 0 0.0267455397879236
"caelumque" 0 0 0.0206317440013204 0.0089629828807027 0 0.014159403417136
"caligine" 0.01431229426077 0 0.0165053952010563 0.0128042612581467 0 0.0110128693244391
"campos" 0 0 0.0103158720006602 0.00512170450325868 0.0224517287831163 0.0251722727415752
"citius" 0 0.024216984178237 0.0268212672017166 0.00512170450325868 0.0224517287831163 0.00314653409269689
"coepit" 0.01431229426077 0.0161446561188247 0.0144422208009243 0.0140846873839614 0 0.00471980113904534
"cuspide" 0.01431229426077 0.00403616402970617 0 0.0192063918872201 0 0.014159403417136
"demens" 0 0.0161446561188247 0 0.00768255675488803 0 0.0251722727415752
"dianae" 0 0 0 0.0230476702646641 0 0.0125861363707876
"exitus" 0 0.0282531482079432 0.0144422208009243 0.0102434090065174 0 0.00629306818539379
"factum" 0.04293688278231 0.00403616402970617 0.0123790464007923 0.0179259657614054 0 0.00314653409269689
"fatus" 0 0 0 0.00256085225162934 0 0.0377584091123627
"fauces" 0 0 0.0206317440013204 0.011523835132332 0.0449034575662326 0.00786633523174224
"fore" 0.02862458852154 0.00403616402970617 0.0123790464007923 0.011523835132332 0 0.0125861363707876
"fores" 0 0.00403616402970617 0.00206317440013204 0.0243280963904788 0.0224517287831163 0.00629306818539379
"fratres" 0.04293688278231 0 0 0.0204868180130347 0.0224517287831163 0.00943960227809068
"gratia" 0 0.00807232805941233 0.00206317440013204 0.0230476702646641 0 0.00786633523174224
"horrida" 0.01431229426077 0.0282531482079432 0.00825269760052817 0.00512170450325868 0 0.0157326704634845
"humum" 0 0.00403616402970617 0 0.0243280963904788 0 0.00943960227809068
"ianua" 0.07156147130385 0.0282531482079432 0.0103158720006602 0.00512170450325868 0 0.00786633523174224
"ima" 0 0.00403616402970617 0.00618952320039613 0.0166455396355907 0 0.014159403417136
"insequitur" 0 0 0.0103158720006602 0.0102434090065174 0 0.0204524716025298
"leges" 0 0.0322893122376493 0.00825269760052817 0.00640213062907336 0.0224517287831163 0.0125861363707876
"mandata" 0.05724917704308 0.00403616402970617 0.00206317440013204 0.0153651135097761 0 0.0125861363707876
"meum" 0 0.00807232805941233 0.00206317440013204 0.0230476702646641 0.0449034575662326 0.00471980113904534
"miseri" 0 0.0121084920891185 0.00825269760052817 0.00640213062907336 0.0224517287831163 0.0204524716025298
"monstra" 0.02862458852154 0.0201808201485308 0.00412634880026409 0.0102434090065174 0 0.014159403417136
"nilo" 0.01431229426077 0.00403616402970617 0.047453011203037 0.00128042612581467 0 0
"nimium" 0.02862458852154 0 0.00825269760052817 0.0140846873839614 0 0.014159403417136
"opes" 0 0.0161446561188247 0.00412634880026409 0.0128042612581467 0 0.0157326704634845
"parentem" 0.01431229426077 0.0121084920891185 0.00206317440013204 0.0128042612581467 0 0.0173059375098329
"ponto" 0 0 0.00206317440013204 0.0140846873839614 0.0224517287831163 0.0204524716025298
"populos" 0 0.0121084920891185 0 0.0128042612581467 0 0.0204524716025298
"rara" 0.01431229426077 0.0282531482079432 0.0165053952010563 0.00384127837744401 0.0224517287831163 0.00943960227809068
"sagitta" 0.01431229426077 0 0 0.0140846873839614 0 0.0220257386488783
"soluit" 0 0 0.00412634880026409 0.0230476702646641 0 0.00943960227809068
"suas" 0 0.0161446561188247 0.00618952320039613 0.0217672441388494 0 0.00314653409269689
"turni" 0 0.00403616402970617 0 0.00128042612581467 0 0.0377584091123627
"uestem" 0.01431229426077 0.0161446561188247 0.0123790464007923 0.0153651135097761 0 0.00471980113904534
"verba" 0 0.00807232805941233 0.00206317440013204 0.0268889486421081 0.0224517287831163 0.00157326704634845
"vndique" 0 0 0.0288844416018486 0.00256085225162934 0 0.0157326704634845
"abit" 0 0.00403616402970617 0.00412634880026409 0.0230476702646641 0 0.00629306818539379
"alas" 0 0.0121084920891185 0 0.0153651135097761 0 0.0157326704634845
"ambo" 0 0.00807232805941233 0 0.0192063918872201 0.0224517287831163 0.0110128693244391
"bona" 0.08587376556462 0.024216984178237 0.00825269760052817 0.00384127837744401 0.112258643915582 0.00157326704634845
"cernimus" 0 0 0.0392003136025088 0.00256085225162934 0 0.00629306818539379
"cibus" 0 0.0161446561188247 0.0392003136025088 0.00256085225162934 0 0
"comas" 0 0.00807232805941233 0 0.0166455396355907 0 0.0157326704634845
"crura" 0 0.0201808201485308 0.00618952320039613 0.0192063918872201 0.0224517287831163 0.00157326704634845
"currite" 0.34349506225848 0.00403616402970617 0 0 0 0
"custos" 0 0.0161446561188247 0.00206317440013204 0.0089629828807027 0.0224517287831163 0.0188792045561814
"demum" 0 0 0.0165053952010563 0.00640213062907336 0.0224517287831163 0.0173059375098329
"deo" 0 0 0 0.0192063918872201 0 0.0157326704634845
"dextram" 0.01431229426077 0.00807232805941233 0.00206317440013204 0.00384127837744401 0.0224517287831163 0.0267455397879236
"dicitur" 0.07156147130385 0.00807232805941233 0.00618952320039613 0.011523835132332 0 0.00943960227809068
"figuras" 0 0.00403616402970617 0.0247580928015845 0.0128042612581467 0.0224517287831163 0.00157326704634845
"fine" 0.01431229426077 0.00403616402970617 0.0103158720006602 0.0166455396355907 0.0224517287831163 0.00629306818539379
"fluctibus" 0.02862458852154 0.00403616402970617 0.00825269760052817 0.011523835132332 0 0.014159403417136
"fruges" 0 0 0.0371371392023768 0.00640213062907336 0 0.00314653409269689
"furor" 0 0.0282531482079432 0.00412634880026409 0.0102434090065174 0 0.0125861363707876
"humo" 0 0 0 0.0256085225162934 0 0.00786633523174224
"inani" 0 0.00807232805941233 0.0288844416018486 0.00384127837744401 0 0.00943960227809068
"instat" 0 0.00403616402970617 0.00412634880026409 0.00640213062907336 0.0224517287831163 0.0251722727415752
"iouem" 0.01431229426077 0.00403616402970617 0 0.0192063918872201 0 0.0125861363707876
"laborum" 0 0.00403616402970617 0 0.011523835132332 0 0.0235990056952267
"leuibus" 0 0.0121084920891185 0.0268212672017166 0.00640213062907336 0 0.00629306818539379
"longis" 0.01431229426077 0.00807232805941233 0.00412634880026409 0.0166455396355907 0 0.0110128693244391
"mala" 0.05724917704308 0.0201808201485308 0.0144422208009243 0.0089629828807027 0 0.00314653409269689
"malo" 0.05724917704308 0.024216984178237 0 0.0153651135097761 0 0.00471980113904534
"maria" 0.01431229426077 0.00403616402970617 0.0165053952010563 0 0 0.0235990056952267
"meae" 0.02862458852154 0 0 0.0230476702646641 0 0.00786633523174224
"meis" 0 0.00807232805941233 0.00206317440013204 0.0153651135097761 0 0.0157326704634845
"mittere" 0.02862458852154 0.00807232805941233 0.0288844416018486 0.00768255675488803 0 0.00157326704634845
"mixta" 0 0 0.0247580928015845 0.011523835132332 0 0.00629306818539379
"montes" 0.02862458852154 0 0.0165053952010563 0.0179259657614054 0 0.00157326704634845
"mota" 0 0.00403616402970617 0.00206317440013204 0.0281693747679228 0 0.00157326704634845
"obuia" 0.01431229426077 0.00403616402970617 0.0165053952010563 0.00640213062907336 0.0224517287831163 0.014159403417136
"pabula" 0 0 0.0309476160019806 0.0102434090065174 0 0.00314653409269689
"palmas" 0 0.00403616402970617 0.00412634880026409 0.0102434090065174 0 0.0220257386488783
"peruenit" 0 0.00807232805941233 0.0103158720006602 0.0192063918872201 0 0.00471980113904534
"phoebi" 0 0.00403616402970617 0.00618952320039613 0.011523835132332 0 0.0188792045561814
"pontus" 0 0 0.00206317440013204 0.0179259657614054 0 0.0157326704634845
"praedita" 0 0 0.0515793600033011 0 0 0
"quattuor" 0 0.0161446561188247 0.00825269760052817 0.0102434090065174 0 0.014159403417136
"redit" 0 0.0161446561188247 0.0123790464007923 0.011523835132332 0.0224517287831163 0.00786633523174224
"sedibus" 0.04293688278231 0 0.0144422208009243 0.00512170450325868 0 0.0173059375098329
"sermone" 0 0.00807232805941233 0.00412634880026409 0.0153651135097761 0 0.014159403417136
"sociis" 0 0.00807232805941233 0 0.0102434090065174 0 0.0235990056952267
"speciem" 0 0 0.0288844416018486 0.011523835132332 0.0224517287831163 0.00157326704634845
"suae" 0 0.00403616402970617 0.00206317440013204 0.0281693747679228 0 0.00157326704634845
"summum" 0.01431229426077 0.0121084920891185 0.0185685696011884 0.0102434090065174 0.0224517287831163 0.00471980113904534
"tenus" 0.01431229426077 0.00403616402970617 0.00412634880026409 0.0166455396355907 0.0224517287831163 0.0110128693244391
"teucris" 0 0 0 0 0 0.0393316761587112
"tollere" 0 0.00403616402970617 0.0144422208009243 0.0153651135097761 0.0224517287831163 0.00629306818539379
"tumulo" 0 0 0 0.0153651135097761 0.0224517287831163 0.0188792045561814
"uento" 0.02862458852154 0.00403616402970617 0.00206317440013204 0.00768255675488803 0 0.0235990056952267
"ullo" 0.02862458852154 0.0121084920891185 0.0268212672017166 0.00640213062907336 0.0224517287831163 0.00157326704634845
"adde" 0 0.0121084920891185 0.0226949184014525 0.011523835132332 0.0224517287831163 0
"aggere" 0.01431229426077 0.0121084920891185 0 0.00384127837744401 0 0.0267455397879236
"aris" 0.02862458852154 0 0 0.0128042612581467 0.0224517287831163 0.0173059375098329
"atria" 0 0.0161446561188247 0.00206317440013204 0.0166455396355907 0 0.00943960227809068
"certamina" 0 0 0.00825269760052817 0.0089629828807027 0 0.0204524716025298
"colorem" 0 0.00807232805941233 0.0206317440013204 0.0140846873839614 0 0.00157326704634845
"crescere" 0 0.00807232805941233 0.0268212672017166 0.0089629828807027 0 0.00314653409269689
"crudelis" 0.01431229426077 0 0 0.0128042612581467 0 0.0204524716025298
"dedere" 0 0 0.00825269760052817 0.0102434090065174 0 0.0188792045561814
"digitis" 0.01431229426077 0.0282531482079432 0.00618952320039613 0.0153651135097761 0 0.00157326704634845
"dulci" 0.08587376556462 0 0.0206317440013204 0.00256085225162934 0 0.00943960227809068
"formam" 0 0.00403616402970617 0.00825269760052817 0.0217672441388494 0 0.00314653409269689
"frigida" 0.01431229426077 0.0161446561188247 0.0165053952010563 0.00640213062907336 0 0.00943960227809068
"fuerit" 0 0.00403616402970617 0.0206317440013204 0.011523835132332 0 0.00629306818539379
"fuisset" 0 0 0.00618952320039613 0.011523835132332 0 0.0188792045561814
"funditus" 0.01431229426077 0 0.0412634880026409 0 0 0.00471980113904534
"habent" 0.01431229426077 0.00807232805941233 0.00825269760052817 0.0166455396355907 0 0.00629306818539379
"humi" 0 0.00403616402970617 0.0123790464007923 0.0089629828807027 0 0.0157326704634845
"imis" 0.01431229426077 0.00403616402970617 0.0123790464007923 0.011523835132332 0 0.0110128693244391
"inimica" 0.02862458852154 0.00403616402970617 0.00618952320039613 0.00640213062907336 0 0.0204524716025298
"lacus" 0 0.00807232805941233 0.0103158720006602 0.0128042612581467 0 0.0110128693244391
"longius" 0 0 0.0185685696011884 0.0153651135097761 0 0.00471980113904534
"lucis" 0 0.00403616402970617 0.00618952320039613 0.0140846873839614 0.0224517287831163 0.0125861363707876
"matre" 0.04293688278231 0.00807232805941233 0 0.0153651135097761 0 0.0110128693244391
"memor" 0 0.00403616402970617 0 0.0153651135097761 0.0224517287831163 0.0157326704634845
"mineruae" 0 0.00403616402970617 0 0.0192063918872201 0 0.0125861363707876
"misero" 0.10018605982539 0.0161446561188247 0.00206317440013204 0.00384127837744401 0 0.014159403417136
"mole" 0 0.00403616402970617 0 0.011523835132332 0 0.0220257386488783
"moriens" 0.01431229426077 0 0.00412634880026409 0.0128042612581467 0 0.0173059375098329
"mortalis" 0.01431229426077 0.00403616402970617 0.0268212672017166 0.00512170450325868 0 0.00786633523174224
"multos" 0 0.024216984178237 0.0103158720006602 0.00512170450325868 0 0.014159403417136
"nouo" 0.04293688278231 0.00403616402970617 0.0123790464007923 0.0102434090065174 0 0.00943960227809068
"parens" 0 0 0 0.0153651135097761 0 0.0188792045561814
"patet" 0.01431229426077 0.0121084920891185 0.00825269760052817 0.0140846873839614 0 0.00786633523174224
"proceres" 0 0.0201808201485308 0 0.0128042612581467 0.0224517287831163 0.0125861363707876
"puellae" 0.05724917704308 0.0403616402970617 0 0.0089629828807027 0.0224517287831163 0.00314653409269689
"quicumque" 0 0.00807232805941233 0.0185685696011884 0.00512170450325868 0.0224517287831163 0.0125861363707876
"quinque" 0 0.0201808201485308 0.00618952320039613 0.0153651135097761 0.0224517287831163 0.00471980113904534
"quocumque" 0 0.0443978043267678 0.0165053952010563 0.00128042612581467 0 0.00629306818539379
"radiis" 0 0 0.0247580928015845 0.011523835132332 0 0.00471980113904534
"rates" 0 0.00403616402970617 0 0.011523835132332 0 0.0220257386488783
"rite" 0.01431229426077 0.00403616402970617 0.00206317440013204 0.00640213062907336 0.0224517287831163 0.0235990056952267
"sedet" 0 0.0322893122376493 0 0.00512170450325868 0 0.0188792045561814
"sensibus" 0.02862458852154 0 0.0433266624027729 0.00128042612581467 0 0
"seruat" 0 0.0121084920891185 0.00412634880026409 0.0166455396355907 0 0.00943960227809068
"siqua" 0 0 0 0.0294498008937374 0.0224517287831163 0
"siquis" 0 0 0.0206317440013204 0.0179259657614054 0 0
